Name,Type,Trip_advisor_ratings,Yellow_page_ratings,Website_link,Directions_link,Menu_link,Total_business_years,Amenities_available,Description,Order_online,Phone_Number,Street_address,locality,Price_range
De Tandoori Knight Corp,"['Restaurants', 'Indian Restaurants', 'Middle Eastern Restaurants']",,"{'rating': None, 'count': None}",http://www.detandooriknight.com,,http://www.yellowpages.com/new-york-city-ny/mip/de-tandoori-knight-corp-569433931#open-menu,,,From Business: detandooriknight@gmail.comdetandooriknight@gmail.com,True,(347) 763-0203,353 Broadway  Brooklyn,"New York City, NY 11211",$$
Harbor Bar,"['Restaurants', 'Latin American Restaurants', 'Bar & Grills']","{""rating"":""3.5"",""count"":""8""}","{'rating': None, 'count': None}",http://www.wholefoodsmarket.com/stores/bryantpark,,,,,,False,(917) 728-5712,1095 6th Ave  Whole Foods,"New York City, NY 10036",
Friedmans,"['Restaurants', 'American Restaurants']","{""rating"":""4.0"",""count"":""454""}","{'rating': None, 'count': None}",http://www.friedmansrestaurant.com,,,,,,False,(800) 637-7070,228 W 47th St  Near Times Square / Theater District,"New York City, NY 10036",
Mala Project,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']","{""rating"":""4.0"",""count"":""21""}","{'rating': None, 'count': None}",https://www.malaproject.com/hours-locations,,,,,,False,(917) 261-7520,41 W 46th St  Bryant Park,"New York City, NY 10036",
Kitchen Paradise,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']","{""rating"":""3.5"",""count"":""2""}","{'rating': None, 'count': None}",,,,,,,True,(212) 719-1788,West 48th Street,"New York City, NY 10036",
Zoob Zib,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']","{""rating"":""4.5"",""count"":""264""}","{'rating': None, 'count': None}",,,http://www.yellowpages.com/new-york-city-ny/mip/zoob-zib-505122332#open-menu,,"['Serves alcohol', 'Takes reservations']",,False,(212) 971-8530,460 9th Ave  Between 35&36 St,"New York City, NY 10018",$$
Burgerology Midtown,"['Restaurants', 'Coffee Shops', 'American Restaurants']","{""rating"":""3.5"",""count"":""17""}","{'rating': None, 'count': None}",https://www.burgerologyusa.com,,,,,,False,(646) 386-0090,320 W 36th St   Crowne Plaza Hotel Midtown,"New York City, NY 10018",
Viv,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']","{""rating"":""4.5"",""count"":""296""}","{'rating': None, 'count': None}",http://www.vivnyc.com,,,,,,True,(212) 581-5999,717 9th Ave  Between 48th And 49th Street,"New York City, NY 10019",
Shaking Crab,"['Restaurants', 'Seafood Restaurants']","{""rating"":""5.0"",""count"":""1""}","{'rating': None, 'count': None}",https://shakingcrab.com,,http://www.yellowpages.com/new-york-city-ny/mip/shaking-crab-554886065#open-menu,,,,True,(646) 755-8793,737 9th Ave  Hell's Kitchen,"New York City, NY 10019",$$
Lumlum,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']","{""rating"":""4.5"",""count"":""16""}","{'rating': None, 'count': None}",http://www.lumlumnyc.com,,,,,,False,(646) 684-4618,404 W 49th St  Between 9th And 10th Avenue,"New York City, NY 10019",
Seamore's Up Top,"['Restaurants', 'Seafood Restaurants']","{""rating"":""5.0"",""count"":""1""}","{'rating': None, 'count': None}",http://seamores.com,,http://www.yellowpages.com/new-york-city-ny/mip/seamores-up-top-546680918#open-menu,,,,False,(646) 747-0822,E. 45th St And Vanderbilt Ave  Urbanspace Vanderbilt Mezzanine,"New York City, NY 10169",$$
In Room Dining,"['Restaurants', 'American Restaurants']",,"{'rating': None, 'count': None}",https://www.baccarathotels.com,,http://www.yellowpages.com/new-york-city-ny/mip/in-room-dining-564779908#open-menu,,,,False,(212) 790-8867,28 W 53rd St  At Baccarat Hotel New York   2nd Floor,"New York City, NY 10019",$$$$
Fuku,"['Restaurants', 'Japanese Restaurants', 'Take Out Restaurants']","{""rating"":""4.0"",""count"":""17""}","{'rating': None, 'count': None}",https://eatfuku.com,,http://www.yellowpages.com/new-york-city-ny/mip/fuku-551055919#open-menu,,,,True,(917) 201-7082,500 W 33rd St  20 Hudson Yards   Unit Ru 203,"New York City, NY 10001",$
Eros,"['Restaurants', 'Greek Restaurants', 'Mediterranean Restaurants']","{""rating"":""4.0"",""count"":""52""}","{'rating': None, 'count': None}",http://www.ethostaverna.com/menu-dinner-2,,http://www.yellowpages.com/new-york-city-ny/mip/eros-542046098#open-menu,,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",,False,(212) 252-1972,447 3rd Ave  Between E. 30th And E. 31 Street,"New York City, NY 10016",$$$
Upstairs at the Kimberly,"['Restaurants', 'American Restaurants', 'Bars']","{""rating"":""4.0"",""count"":""367""}","{'rating': None, 'count': None}",http://www.upstairsnyc.com,,,13 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']",,False,(212) 888-1220,145 E 50th St  The Kimberly Hotel   Penthouse Level,"New York City, NY 10022",$$$
New Moon,"['Restaurants', 'Asian Restaurants', 'Chinese Restaurants']","{""rating"":""4.0"",""count"":""10""}","{'rating': None, 'count': None}",https://www.grubhub.com/restaurant/new-moon-restaurant-536-3rd-ave-new-york/489722,,http://www.yellowpages.com/new-york-city-ny/mip/new-moon-541807695#open-menu,,,,False,(212) 779-2828,536 3rd Ave  Murray Hill,"New York City, NY 10016",$
Diso's Italian Sandwich Society,"['Restaurants', 'Italian Restaurants', 'Caterers']","{""rating"":""3.5"",""count"":""6""}","{'rating': None, 'count': None}",http://www.disosnyc.com,,,,,,False,(917) 756-4145,Mobile Food Truck  47th Bet Park And Lexington Ave.,"New York City, NY 10017",$$
Gotham Cafe,"['Restaurants', 'American Restaurants']","{""rating"":""3.5"",""count"":""12""}","{'rating': None, 'count': None}",http://www.ihg.com/holidayinn/hotels/us/en/new-york/nycup/hoteldetail/dining,,http://www.yellowpages.com/new-york-city-ny/mip/gotham-cafe-534596780#open-menu,,,,False,(212) 634-6114,440 W 57th St  Located In The Holiday Inn Midtown/57th Street,"New York City, NY 10019",$$
Sushi By Bou Hotel 3232,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']","{""rating"":""4.5"",""count"":""14""}","{'rating': None, 'count': None}",http://www.sushibybou.com,,,,,,False,(347) 495-4221,Hotel 3232  32 E 32nd Street,"New York City, NY 10016",
Le Soleil Restaurant,"['Restaurants', 'French Restaurants', 'Caterers']","{""rating"":""4.0"",""count"":""16""}","{'rating': None, 'count': None}",http://lesoleilhaitianrestaurant.com,,http://www.yellowpages.com/new-york-city-ny/mip/le-soleil-restaurant-7411213#open-menu,38 Years,"['Wheelchair accessible', 'Good for groups', 'Good for families']",,False,(212) 581-6059,877 10th Ave  Between 56th And 57th Street,"New York City, NY 10019",$$
UN Plaza Grill,"['Restaurants', 'Sushi Bars', 'American Restaurants']","{""rating"":""4.0"",""count"":""33""}","{'rating': None, 'count': None}",http://www.unplazagrill.com,,,,['Wheelchair accessible'],,False,(212) 223-1801,Ilding),"New York City, NY 10017",
NY Jumbo Bagels,"['Restaurants', 'American Restaurants', 'Caterers']","{""rating"":""4.5"",""count"":""32""}","{'rating': None, 'count': None}",,,,35 Years,['Has Wifi'],,False,(212) 355-6185,1070 2nd Ave  Between 56th And 57th St,"New York City, NY 10022",$
Grand Sichuan Eastern,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']","{""rating"":""4.0"",""count"":""24""}","{'rating': None, 'count': None}",http://www.grandsichuaneasternnyc.com,,http://www.yellowpages.com/new-york-city-ny/mip/grand-sichuan-eastern-468045410#open-menu,12 Years,,,True,(212) 243-1688,172 8th Avenue  Between 18th St & 19th St,"New York City, NY 10011",$$
Laut Singapura,"['Restaurants', 'Asian Restaurants']","{""rating"":""3.5"",""count"":""9""}","{'rating': None, 'count': None}",http://www.lautnyc.com/#menu,,http://www.yellowpages.com/new-york-city-ny/mip/laut-singapura-551171326#open-menu,,,,True,(212) 674-5288,31 E 20th St  Between Broadway & Park Avenue,"New York City, NY 10003",$$
Ayada Thai,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']","{""rating"":""4.0"",""count"":""39""}","{'rating': None, 'count': None}",http://ayadathai.com,,,,,,False,(212) 645-9445,75 9th Ave  Chelsea Market,"New York City, NY 10011",
Malt & Mold,"['Restaurants', 'American Restaurants', 'Beer & Ale']","{""rating"":""4.5"",""count"":""3""}","{'rating': None, 'count': None}",http://www.maltandmold.com,,,,['Wheelchair accessible'],,False,(646) 896-1341,362 2nd Ave  Between 21st And 22nd Street,"New York City, NY 10010",$$
Amber Japanese Restaurant,"['Restaurants', 'Japanese Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",,,http://www.yellowpages.com/new-york-city-ny/mip/amber-japanese-restaurant-461972104#open-menu,16 Years,"['Serves alcohol', 'Takes reservations']",,True,(646) 834-4084,221 Columbus Ave  103 W 70th St,"New York City, NY 10023",$$
Cafe 71,"['Restaurants', 'Coffee Shops', 'American Restaurants']","{""rating"":""5.0"",""count"":""1""}","{'rating': None, 'count': None}",http://www.cafe71newyorkcity.com,,http://www.yellowpages.com/new-york-city-ny/mip/cafe-71-3740667#open-menu,17 Years,,,True,(212) 875-2100,2062 Broadway  71st & Broadway,"New York City, NY 10023",$
Il Divo,"['Restaurants', 'Italian Restaurants', 'Continental Restaurants']","{""rating"":""4.5"",""count"":""25""}","{'rating': None, 'count': None}",https://www.ildivo.restaurant,,http://www.yellowpages.com/new-york-city-ny/mip/il-divo-548507584#open-menu,,,,True,(212) 380-8164,1348 2nd Ave  At E 71st St,"New York City, NY 10021",$$$$
Peacefood Cafe,"['Restaurants', 'Coffee Shops', 'American Restaurants']","{""rating"":""4.5"",""count"":""109""}","{'rating': None, 'count': None}",http://www.peacefoodcafe.com,,,,,,False,(212) 979-2288,41 E 11th St  University Place & Broadway,"New York City, NY 10003",
Village Taverna Greek Grill,"['Restaurants', 'Greek Restaurants', 'Mediterranean Restaurants']","{""rating"":""4.0"",""count"":""156""}","{'rating': None, 'count': None}",http://www.villagetaverna.com,,http://www.yellowpages.com/new-york-city-ny/mip/village-taverna-greek-grill-469123229#open-menu,,,,True,(212) 982-3457,81 University Pl  Corner Of East 11th Street,"New York City, NY 10003",$$
74th Street Cafe,"['Restaurants', 'American Restaurants']","{""rating"":""5.0"",""count"":""2""}","{'rating': None, 'count': None}",https://www.fairwaymarket.com/74thstreetcafe,,,,,,False,(212) 994-9555,2121 Broadway  Fairway Market,"New York City, NY 10023",
Chip City,"['Restaurants', 'American Restaurants', 'Bakeries']",,"{'rating': None, 'count': None}",https://chipcitycookies.com/locations/rockefeller-center,,,,,,False,(646) 858-0229,298 Bleecker Street New York,"New York City, NY 10014",
The Meatball Shop,"['Restaurants', 'Italian Restaurants', 'Caterers']",,"{'rating': None, 'count': None}",http://www.themeatballshop.com,,http://www.yellowpages.com/new-york-city-ny/mip/the-meatball-shop-497651129#open-menu,13 Years,"['Offers outdoor seating', 'Serves alcohol']",,True,(212) 257-6121,1462 2nd Avebetween 76th And 77th Streets,"New York City, NY 10075",$$
Sushi Noz,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']","{""rating"":""4.0"",""count"":""18""}","{'rating': None, 'count': None}",https://www.sushinoz.com,,,,,,False,(917) 338-1792,181 E 78th St  Between Lexington And 3rd Avenue,"New York City, NY 10075",
Madam Vo Bbq,"['Restaurants', 'Barbecue Restaurants', 'Asian Restaurants']","{""rating"":""5.0"",""count"":""5""}","{'rating': None, 'count': None}",http://www.madamevobbq.com,,,,,,False,(917) 675-7570,104 2nd Ave  Corner Location,"New York City, NY 10003",
Made In New York Pizza,"['Restaurants', 'Pizza', 'Italian Restaurants']","{""rating"":""4.0"",""count"":""35""}","{'rating': None, 'count': None}",https://www.madeinnewyorkpizza.com,,,,,,False,(646) 484-6200,421 Amsterdam Ave  At 80th Street,"New York City, NY 10024",
Spicy Moon,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']","{""rating"":""4.5"",""count"":""13""}","{'rating': None, 'count': None}",http://spicymoonnyc.com,,http://www.yellowpages.com/new-york-city-ny/mip/spicy-moon-548637645#open-menu,,,,False,(646) 429-8471,328 E 6th St  Between 1st And 2nd Ave,"New York City, NY 10003",$$
Tabetomo,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']","{""rating"":""4.5"",""count"":""11""}","{'rating': None, 'count': None}",http://www.tabetomonyc.com,,http://www.yellowpages.com/new-york-city-ny/mip/tabetomo-548275989#open-menu,,,,True,(646) 850-6414,131 Avenue A  Btwn. St. Mark's & 9th St.,"New York City, NY 10009",$$
Kazuza,"['Restaurants', 'Middle Eastern Restaurants', 'Bars']","{""rating"":""3.0"",""count"":""9""}","{'rating': None, 'count': None}",,,http://www.yellowpages.com/new-york-city-ny/mip/kazuza-459059656#open-menu,19 Years,"['Has Wifi', 'Serves alcohol', 'Takes reservations']",,True,(212) 505-9300,107 Avenue A  Ny 10009,"New York City, NY 10009",$$
Thai Diner,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']","{""rating"":""4.5"",""count"":""24""}","{'rating': None, 'count': None}",https://www.thaidiner.com,,,,,,False,(646) 559-4140,186 Mott St  At The Corner Of Kenmare,"New York City, NY 10012",
Russ & Daughters,"['Restaurants', 'American Restaurants', 'Delicatessens']","{""rating"":""4.5"",""count"":""1199""}","{'rating': None, 'count': None}",http://thejewishmuseum.org/visit,,,,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol']",,False,(212) 475-4880,Cafe On Orchard Street,"New York City, NY 10002",$$
Mansion Restaurant,"['Restaurants', 'Coffee Shops', 'American Restaurants']","{""rating"":""4.0"",""count"":""51""}","{'rating': None, 'count': None}",http://www.mansiondiner.com,,http://www.yellowpages.com/new-york-city-ny/mip/mansion-restaurant-8580194#open-menu,43 Years,['Serves alcohol'],,True,(212) 535-8888,1634 York Ave  Corner Of East 86th Street,"New York City, NY 10028",$$
Pho Shop,"['Restaurants', 'Vietnamese Restaurants', 'Asian Restaurants']","{""rating"":""4.0"",""count"":""18""}","{'rating': None, 'count': None}",http://www.phoshopnyc.com,,http://www.yellowpages.com/new-york-city-ny/mip/pho-shop-530519778#open-menu,,"['Wheelchair accessible', 'Serves alcohol']",,True,(212) 369-9888,1716 1st Ave  At 89th Street,"New York City, NY 10128",$$
Goemon,"['Restaurants', 'Japanese Restaurants', 'Korean Restaurants']","{""rating"":""4.0"",""count"":""8""}","{'rating': None, 'count': None}",http://www.cocoronandgoemon.com,,,,"['Wheelchair accessible', 'Serves alcohol']",,False,(212) 226-1262,29 Kenmare St  At Elizabeth Street,"New York City, NY 10012",$$
Wayla,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']","{""rating"":""4.5"",""count"":""30""}","{'rating': None, 'count': None}",https://www.waylanyc.com,,,,,,False,(212) 206-2500,100 Forsyth St  Btw Grand And Broome,"New York City, NY 10002",
Dragon Bing,"['Restaurants', 'Korean Restaurants', 'Asian Restaurants']","{""rating"":""2.0"",""count"":""1""}","{'rating': None, 'count': None}",https://www.instagram.com/dragon_bing,,,,,,True,(973) 604-8937,115 Delancey St  The Market Line,"New York City, NY 10002",
