Name,Type,Trip_advisor_ratings,Yellow_page_ratings,Website_link,Directions_link,Menu_link,Total_business_years,Amenities_available,Description,Order_online,Phone_Number,Street_address,locality,Price_range
Daikokuya,"['Restaurants', 'Japanese Restaurants']","{""rating"":""4.5"",""count"":""88""}","{'rating': 'four and half', 'count': '16'}",http://www.daikoku-ten.com,,http://www.yellowpages.com/los-angeles-ca/mip/daikokuya-106754#open-menu,21 Years,"['Wheelchair accessible', 'Serves alcohol']","#good ambiance #good food #must try""",True,(213) 626-1680,327 E 1st St,"Los Angeles, CA 90012",$
Carousel Restaurant,"['Restaurants', 'Family Style Restaurants', 'Caterers']","{""rating"":""4.5"",""count"":""58""}","{'rating': 'four and half', 'count': '11'}",http://www.carouselrestaurant.com,,http://www.yellowpages.com/los-angeles-ca/mip/carousel-restaurant-515377#open-menu,39 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Takes reservations', 'Good for families']","Enjoyed the service and food.""",True,(323) 660-8060,5112 Hollywood Blvd Ste 107,"Los Angeles, CA 90027",$$
Clifton's Cafeteria,"['Restaurants', 'Asian Restaurants', 'Bars']","{""rating"":""4.0"",""count"":""285""}","{'rating': 'four', 'count': '13'}",http://www.cliftonscafeteria.com,,http://www.yellowpages.com/los-angeles-ca/mip/cliftons-cafeteria-22465743#open-menu,,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Takes reservations', 'Good for families']","#good ambiance #good food""",False,(213) 627-1673,648 S Broadway,"Los Angeles, CA 90014",$$
Roscoe's House of Chicken and Waffles,"['Restaurants', 'American Restaurants', 'Family Style Restaurants']","{""rating"":""4.0"",""count"":""844""}","{'rating': 'four and half', 'count': '8'}",http://www.roscoeschickenandwaffles.com,,http://www.yellowpages.com/los-angeles-ca/mip/roscoes-house-of-chicken-and-waffles-464920064#open-menu,47 Years,"['Wheelchair accessible', 'Serves alcohol', 'Good for families']","It is very beautiful, nice people here, talk nice and make it different from others and tasty food""",True,(323) 466-7453,1514 N Gower St,"Los Angeles, CA 90028",$$
Fabrocini's-Beverly Glen,"['Restaurants', 'Pizza', 'Italian Restaurants']","{""rating"":""4.5"",""count"":""48""}","{'rating': 'four', 'count': '1'}",http://www.fabrocinibeverlyglen.com,,,26 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']",Just had a very good italian dinner here. Portions are quite large which is good since the rearaurat is a bit pricey for what I consider an family style restaurant. The outdoor…,False,(310) 475-7404,2960 N Beverly Glen Cir,"Los Angeles, CA 90077",$$
Taix French Restaurant,"['Restaurants', 'French Restaurants', 'Family Style Restaurants']","{""rating"":""4.5"",""count"":""137""}","{'rating': None, 'count': None}",http://www.taixfrench.com,,http://www.yellowpages.com/los-angeles-ca/mip/taix-french-restaurant-985530#open-menu,61 Years,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","From Business: Taix French Restaurant has been a Los Angeles Downtown area landmark since 1927, and has long been known for its generous portions at moderate prices.Taix French…",True,(213) 484-1265,1911 W Sunset Blvd,"Los Angeles, CA 90026",$$
Picca,"['Restaurants', 'Latin American Restaurants', 'Peruvian Restaurants']",,"{'rating': None, 'count': None}",http://piccaperu.com,,,19 Years,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']",From Business: Peruvian Cantina serves modern Peruvian cuisine with a Japanese flair.,False,(310) 277-0133,9575 W Pico Blvd,"Los Angeles, CA 90035",$$$
New Battambang Restaurant,"['Restaurants', 'Asian Restaurants', 'Chinese Restaurants']",,"{'rating': None, 'count': None}",,,,29 Years,['Wheelchair accessible'],,False,(213) 620-9015,648 New High St,"Los Angeles, CA 90012",$
Zermeno's Restaurant,"['Restaurants', 'Family Style Restaurants']","{""rating"":""4.5"",""count"":""4""}","{'rating': None, 'count': None}",,,,16 Years,['Wheelchair accessible'],,True,(323) 467-1202,6115 Santa Monica Blvd,"Los Angeles, CA 90038",
The Grill On The Alley,"['Restaurants', 'American Restaurants', 'Seafood Restaurants']",,"{'rating': None, 'count': None}",http://www.thegrill.com,,,,"['Wheelchair accessible', 'Serves alcohol']",,True,(310) 856-5530,6801 Hollywood Blvd Ste 90028,"Los Angeles, CA 90028",
Chick 'N Chow,"['Restaurants', 'Asian Restaurants', 'Chinese Restaurants']",,"{'rating': None, 'count': None}",https://kosherchicknchow.com,,http://www.yellowpages.com/los-angeles-ca/mip/chick-n-chow-6412815#open-menu,,['Wheelchair accessible'],,True,(310) 274-5595,9301 W Pico Blvd,"Los Angeles, CA 90035",$
Soleil Westwood,"['Restaurants', 'American Restaurants', 'French Restaurants']",,"{'rating': None, 'count': None}",http://www.sheratonpasadena.com/Dining,,http://www.yellowpages.com/los-angeles-ca/mip/soleil-westwood-10110463#open-menu,22 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']",,True,(310) 441-5384,1386 Westwood Blvd,"Los Angeles, CA 90024",$$
That Pizza Place,"['Restaurants', 'Pizza', 'Caterers']",,"{'rating': None, 'count': None}",http://www.thatpizzaplace.la,,,,,,False,(310) 475-3888,11651 W Pico Blvd,"Los Angeles, CA 90064",
Westwood Pizzeria,"['Restaurants', 'Pizza', 'Italian Restaurants']","{""rating"":""5.0"",""count"":""1""}","{'rating': None, 'count': None}",http://www.westwoodpizzeria.com,,http://www.yellowpages.com/los-angeles-ca/mip/westwood-pizzeria-470728785#open-menu,11 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Takes reservations']",,False,(310) 443-0123,10974 Le Conte Ave,"Los Angeles, CA 90024",$
Fundamental La,"['Restaurants', 'American Restaurants', 'Caterers']","{""rating"":""4.5"",""count"":""54""}","{'rating': 'five', 'count': '8'}",https://www.fundamental-la.com/tipplerclub-about,,http://www.yellowpages.com/los-angeles-ca/mip/fundamental-la-466661802#open-menu,18 Years,"['Serves alcohol', 'Takes reservations']","I've been here for both dinner and lunch. During lunch hours, it's a nice sandwich shop where you go order at the counter and they bring the food to your table. I had the…",True,(310) 444-7581,1303 Westwood Blvd,"Los Angeles, CA 90024",$$
La Morenita Restaurant,"['Restaurants', 'Family Style Restaurants', 'Latin American Restaurants']",,"{'rating': 'five', 'count': '2'}",http://lamorenitaonbroadway.com,,,27 Years,,"#must try #good ambiance #good food""",False,(323) 221-1687,2620 N Broadway,"Los Angeles, CA 90031",$
Corner Place Restaurant,"['Restaurants', 'Korean Restaurants', 'Asian Restaurants']","{""rating"":""4.0"",""count"":""17""}","{'rating': 'five', 'count': '1'}",http://www.cornerplacerestaurant.com,,,12 Years,"['Wheelchair accessible', 'Serves alcohol']","This is my favorite place to go for Korean BBQ. We used to live a block up from them on James M. Wood, and we would gather our neighbors and friends to go there on Friday…",True,(213) 487-0968,2819 James M Wood Blvd,"Los Angeles, CA 90006",$$
Louise's Trattoria,"['Restaurants', 'Italian Restaurants', 'Caterers']","{""rating"":""4.5"",""count"":""39""}","{'rating': 'five', 'count': '1'}",http://www.louises.com,,http://www.yellowpages.com/los-angeles-ca/mip/louises-trattoria-1619989#open-menu,,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Takes reservations', 'Good for families']","I love itantin food they are so good is the best""",True,(323) 962-9510,232 N Larchmont Blvd,"Los Angeles, CA 90004",$$
Carolina's Restaurant,"['Restaurants', 'Family Style Restaurants', 'Latin American Restaurants']",,"{'rating': 'five', 'count': '1'}",http://carolinasrestaurant.com,,,8 Years,['Wheelchair accessible'],"This place is a great place to dine and have dilishes food from the heart, like the chicken soup, or the platanos fritos.""",False,(323) 257-1437,6011 N Figueroa St,"Los Angeles, CA 90042",
King Taco,"['Restaurants', 'Mexican Restaurants', 'Family Style Restaurants']",,"{'rating': 'four', 'count': '1'}",http://www.kingtaco.com,,http://www.yellowpages.com/los-angeles-ca/mip/king-taco-473770187#open-menu,49 Years,,One of the best Mexican restaurants in LA! Their carne asada burritos and tacos are to die for. Their sopes and tostada are amazing too. Parking could sometimes be tough but…,True,(213) 384-8115,2020 W Pico Blvd,"Los Angeles, CA 90006",$
El Pescador Restaurant,"['Restaurants', 'Family Style Restaurants', 'Mexican Restaurants']",,"{'rating': 'three', 'count': '1'}",http://www.elpescadorrestaurants.com,,http://www.yellowpages.com/los-angeles-ca/mip/el-pescador-restaurant-17674134#open-menu,37 Years,,"El servicio podrían mejorarlo siendo más amables las meseras , la comida me gusta, les recomiendo el molcajete.""",True,(323) 223-8866,2910 Division St,"Los Angeles, CA 90065",$$
The Tower Bar,"['Restaurants', 'American Restaurants', 'Breakfast, Brunch & Lunch Restaurants']","{""rating"":""4.5"",""count"":""327""}","{'rating': None, 'count': None}",http://www.sunsettowerhotel.com,,http://www.yellowpages.com/los-angeles-ca/mip/the-tower-bar-478674536#open-menu,94 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Takes reservations']",From Business: The famous Sunset Tower Hotel has undergone its first major renovation since the 1980's. The Tower bar Restaurant is now located adjacent to the newly designed…,False,(323) 848-6677,8358 W Sunset Blvd,"Los Angeles, CA 90069",$$$
Mary and Robb's Westwood Cafe an American diner,"['Restaurants', 'Coffee Shops', 'Coffee & Tea']",,"{'rating': None, 'count': None}",,,http://www.yellowpages.com/los-angeles-ca/mip/mary-and-robbs-westwood-cafe-an-american-diner-11199134#open-menu,68 Years,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",From Business: American restaurant - all-day breakfast - gourmet burgers - classic diner,True,(310) 478-3822,1455 Westwood Blvd,"Los Angeles, CA 90024",$$
H K Barbeque,"['Restaurants', 'Barbecue Restaurants', 'Caterers']","{""rating"":""4.0"",""count"":""14""}","{'rating': None, 'count': None}",http://genkoreanbbq.com,,,22 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",,True,(213) 680-1826,123 Astronaut E S Onizuka St Ste 302,"Los Angeles, CA 90012",
Nirvana Restaurant,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']","{""rating"":""4.0"",""count"":""2""}","{'rating': None, 'count': None}",http://nirvanabar.com,,,33 Years,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol']",,False,(213) 625-0066,314 E 1st St,"Los Angeles, CA 90012",$
Brite Spot,"['Restaurants', 'Family Style Restaurants', 'Breakfast, Brunch & Lunch Restaurants']","{""rating"":""3.5"",""count"":""56""}","{'rating': None, 'count': None}",,,,12 Years,"['Offers outdoor seating', 'Wheelchair accessible']",,False,(213) 484-9800,1918 W Sunset Blvd,"Los Angeles, CA 90026",$$
Sa Rit Gol Restaurant,"['Restaurants', 'Family Style Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 732-8000,1144 S Western Ave,"Los Angeles, CA 90006",
Sushi Ajito,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']","{""rating"":""4.5"",""count"":""7""}","{'rating': None, 'count': None}",http://www.sushiajito.net,,http://www.yellowpages.com/los-angeles-ca/mip/sushi-ajito-458135329#open-menu,13 Years,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",,True,(323) 466-2460,1302 N Highland Ave,"Los Angeles, CA 90028",$$
Sizzler,"['Restaurants', 'Steak Houses', 'American Restaurants']",,"{'rating': None, 'count': None}",,,,65 Years,['Serves alcohol'],,False,(323) 467-2353,1323 N Highland Ave,"Los Angeles, CA 90028",
Fiddler's Bistro,"['Restaurants', 'Breakfast, Brunch & Lunch Restaurants', 'Caterers']",,"{'rating': None, 'count': None}",http://fiddlersbistro.com,,http://www.yellowpages.com/los-angeles-ca/mip/fiddlers-bistro-4429696#open-menu,34 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']",,True,(323) 931-8167,6009 W 3rd St,"Los Angeles, CA 90036",$$
Marathon Restaurant,"['Restaurants', 'Family Style Restaurants', 'Italian Restaurants']","{""rating"":""4.0"",""count"":""2""}","{'rating': None, 'count': None}",http://www.marathonethiopianla.com,,http://www.yellowpages.com/los-angeles-ca/mip/marathon-restaurant-13392321#open-menu,29 Years,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']",,True,(323) 938-4243,1043 S Fairfax Ave,"Los Angeles, CA 90019",$
Roscoe's House of Chicken and Waffles,"['Restaurants', 'American Restaurants', 'Family Style Restaurants']","{""rating"":""4.0"",""count"":""844""}","{'rating': 'four and half', 'count': '8'}",http://www.roscoeschickenandwaffles.com,,http://www.yellowpages.com/los-angeles-ca/mip/roscoes-house-of-chicken-and-waffles-464920064#open-menu,47 Years,"['Wheelchair accessible', 'Serves alcohol', 'Good for families']","It is very beautiful, nice people here, talk nice and make it different from others and tasty food""",True,(323) 466-7453,1514 N Gower St,"Los Angeles, CA 90028",$$
El Rinconcito Del Mar,"['Restaurants', 'Mexican Restaurants', 'Family Style Restaurants']","{""rating"":""4.0"",""count"":""5""}","{'rating': 'five', 'count': '2'}",http://www.elrinconcitodelmar.com,,,36 Years,"['Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Takes reservations']","Had good time and reasonable prices""",False,(323) 269-8723,2908 E 1st St,"Los Angeles, CA 90033",
All'Angolo,"['Restaurants', 'Pizza', 'Italian Restaurants']","{""rating"":""4.5"",""count"":""10""}","{'rating': 'five', 'count': '1'}",,,http://www.yellowpages.com/los-angeles-ca/mip/allangolo-465255576#open-menu,12 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol']","One of the best Italian restaurants which could be considered a hole-in-the-wall. Limited seating and parking but definitely worth the wait!""",True,(213) 368-7888,4050 W 3rd St,"Los Angeles, CA 90020",$$
Chin Chin,"['Restaurants', 'Chinese Restaurants', 'Caterers']","{""rating"":""3.5"",""count"":""37""}","{'rating': 'four', 'count': '1'}",http://www.chinchin.com,,http://www.yellowpages.com/los-angeles-ca/mip/chin-chin-5303721#open-menu,38 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","I love the food.  We always have our fave fried rice delivered.  Other entrees are just usual Chinese items. The restaurant has a lot of seating availabel, including outdoor…",True,(310) 826-2525,11740 San Vicente Blvd,"Los Angeles, CA 90049",$$
Momo Korean Bar-B-Q,"['Restaurants', 'Korean Restaurants', 'Asian Restaurants']",,"{'rating': None, 'count': None}",,,,,,,False,(323) 268-5225,1720 S Soto St,"Los Angeles, CA 90023",
El Borrego De Oro,"['Restaurants', 'Latin American Restaurants', 'Caterers']",,"{'rating': None, 'count': None}",http://www.borregodeoro.com,,,24 Years,['Takes reservations'],,False,(323) 780-1132,2808 E Washington Blvd,"Los Angeles, CA 90023",$$
King Taco,"['Restaurants', 'Mexican Restaurants', 'Family Style Restaurants']","{""rating"":""4.0"",""count"":""41""}","{'rating': None, 'count': None}",http://www.kingtaco.com,,http://www.yellowpages.com/los-angeles-ca/mip/king-taco-473751325#open-menu,49 Years,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Good for families']",,True,(323) 264-4067,4504 E 3rd St,"Los Angeles, CA 90022",$
El Floridita,"['Restaurants', 'Latin American Restaurants', 'Caterers']","{""rating"":""3.5"",""count"":""37""}","{'rating': None, 'count': None}",http://www.elfloridita.com,,http://www.yellowpages.com/los-angeles-ca/mip/el-floridita-460617601#open-menu,24 Years,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']",,True,(323) 871-8612,1253 Vine St,"Los Angeles, CA 90038",$$
800 Degrees Neapolitan Pizzeria,"['Restaurants', 'Pizza', 'Caterers']","{""rating"":""4.0"",""count"":""184""}","{'rating': 'four and half', 'count': '2'}",,,http://www.yellowpages.com/los-angeles-ca/mip/800-degrees-neapolitan-pizzeria-470079317#open-menu,12 Years,"['Wheelchair accessible', 'Serves alcohol']","good solid pizza that's freshly made before your eyes! you get to pick the base and ingredients and oregano shaked on fresh off the branch.""",False,(310) 443-1911,10889 Lindbrook Dr,"Los Angeles, CA 90024",$
Lanaranja,"['Restaurants', 'Mexican Restaurants', 'Latin American Restaurants']",,"{'rating': 'five', 'count': '1'}",https://www.facebook.com/pages/Tacos-La-Naranja/402268016503083?rf=692469127481081,,,,['Wheelchair accessible'],"#good food #good ambiance #must try #highly recommended #kid friendly #friendly staff #reasonable prices""",True,(323) 221-5923,2333 Daly St,"Los Angeles, CA 90031",$
