Restaurant ID,Name,Type of Restaurant,Trip Advisor Rating,TA Review Count,Yellow Pages Rating,YP Review Count,Phone Number,Street Address,Locality,Zipcode,Dollar Costs,Years in Business,Website,Menu URL,Secondary Info,Order Online Status
74,Upstairs at the Kimberly,"['Restaurants', 'American Restaurants', 'Bars']",4.0,367.0,,,(212) 888-1220,145 E 50th St The Kimberly Hotel Penthouse Level,"New York City, NY 10022",10022,High,13.0,http://www.upstairsnyc.com,,,0
75,New Moon,"['Restaurants', 'Asian Restaurants', 'Chinese Restaurants']",4.0,10.0,,,(212) 779-2828,536 3rd Ave Murray Hill,"New York City, NY 10016",10016,Low,,https://www.grubhub.com/restaurant/new-moon-restaurant-536-3rd-ave-new-york/489722,https://www.yellowpages.com/new-york-city-ny/mip/new-moon-541807695#open-menu,,0
76,Diso's Italian Sandwich Society,"['Restaurants', 'Italian Restaurants', 'Caterers']",3.5,6.0,,,(917) 756-4145,Mobile Food Truck 47th Bet Park And Lexington Ave.,"New York City, NY 10017",10017,Average,,http://www.disosnyc.com,,,0
77,Gotham Cafe,"['Restaurants', 'American Restaurants']",3.5,12.0,,,(212) 634-6114,440 W 57th St Located In The Holiday Inn Midtown/57th Street,"New York City, NY 10019",10019,Average,,http://www.ihg.com/holidayinn/hotels/us/en/new-york/nycup/hoteldetail/dining,https://www.yellowpages.com/new-york-city-ny/mip/gotham-cafe-534596780#open-menu,,0
78,Sushi By Bou Hotel 3232,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",4.5,14.0,,,(347) 495-4221,Hotel 3232 32 E 32nd Street,"New York City, NY 10016",10016,,,http://www.sushibybou.com,,,0
79,Le Soleil Restaurant,"['Restaurants', 'French Restaurants', 'Caterers']",4.0,16.0,,,(212) 581-6059,877 10th Ave Between 56th And 57th Street,"New York City, NY 10019",10019,Average,38.0,http://lesoleilhaitianrestaurant.com,https://www.yellowpages.com/new-york-city-ny/mip/le-soleil-restaurant-7411213#open-menu,,0
80,UN Plaza Grill,"['Restaurants', 'Sushi Bars', 'American Restaurants']",4.0,33.0,,,(212) 223-1801,Ilding),"New York City, NY 10017",10017,,,http://www.unplazagrill.com,,,0
81,NY Jumbo Bagels,"['Restaurants', 'American Restaurants', 'Caterers']",4.5,32.0,,,(212) 355-6185,1070 2nd Ave Between 56th And 57th St,"New York City, NY 10022",10022,Low,35.0,,,,0
82,Grand Sichuan Eastern,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",4.0,24.0,,,(212) 243-1688,172 8th Avenue Between 18th St & 19th St,"New York City, NY 10011",10011,Average,12.0,http://www.grandsichuaneasternnyc.com,https://www.yellowpages.com/new-york-city-ny/mip/grand-sichuan-eastern-468045410#open-menu,,1
83,Laut Singapura,"['Restaurants', 'Asian Restaurants']",3.5,9.0,,,(212) 674-5288,31 E 20th St Between Broadway & Park Avenue,"New York City, NY 10003",10003,Average,,http://www.lautnyc.com/#menu,https://www.yellowpages.com/new-york-city-ny/mip/laut-singapura-551171326#open-menu,,1
84,Ayada Thai,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",4.0,39.0,,,(212) 645-9445,75 9th Ave Chelsea Market,"New York City, NY 10011",10011,,,http://ayadathai.com,,,0
85,Malt & Mold,"['Restaurants', 'American Restaurants', 'Beer & Ale']",4.5,3.0,,,(646) 896-1341,362 2nd Ave Between 21st And 22nd Street,"New York City, NY 10010",10010,Average,,http://www.maltandmold.com,,,0
86,Amber Japanese Restaurant,"['Restaurants', 'Japanese Restaurants', 'Family Style Restaurants']",,,,,(646) 834-4084,221 Columbus Ave 103 W 70th St,"New York City, NY 10023",10023,Average,16.0,,https://www.yellowpages.com/new-york-city-ny/mip/amber-japanese-restaurant-461972104#open-menu,,1
87,Cafe 71,"['Restaurants', 'Coffee Shops', 'American Restaurants']",5.0,1.0,,,(212) 875-2100,2062 Broadway 71st & Broadway,"New York City, NY 10023",10023,Low,17.0,http://www.cafe71newyorkcity.com,https://www.yellowpages.com/new-york-city-ny/mip/cafe-71-3740667#open-menu,,1
88,Il Divo,"['Restaurants', 'Italian Restaurants', 'Continental Restaurants']",4.5,25.0,,,(212) 380-8164,1348 2nd Ave At E 71st St,"New York City, NY 10021",10021,Very High,,https://www.ildivo.restaurant,https://www.yellowpages.com/new-york-city-ny/mip/il-divo-548507584#open-menu,,1
89,Peacefood Cafe,"['Restaurants', 'Coffee Shops', 'American Restaurants']",4.5,109.0,,,(212) 979-2288,41 E 11th St University Place & Broadway,"New York City, NY 10003",10003,,,http://www.peacefoodcafe.com,,,0
90,Village Taverna Greek Grill,"['Restaurants', 'Greek Restaurants', 'Mediterranean Restaurants']",4.0,156.0,,,(212) 982-3457,81 University Pl Corner Of East 11th Street,"New York City, NY 10003",10003,Average,,http://www.villagetaverna.com,https://www.yellowpages.com/new-york-city-ny/mip/village-taverna-greek-grill-469123229#open-menu,,1
91,74th Street Cafe,"['Restaurants', 'American Restaurants']",5.0,2.0,,,(212) 994-9555,2121 Broadway Fairway Market,"New York City, NY 10023",10023,,,https://www.fairwaymarket.com/74thstreetcafe,,,0
92,Chip City,"['Restaurants', 'American Restaurants', 'Bakeries']",,,,,(646) 858-0229,298 Bleecker Street New York,"New York City, NY 10014",10014,,,https://chipcitycookies.com/locations/rockefeller-center,,,0
93,The Meatball Shop,"['Restaurants', 'Italian Restaurants', 'Caterers']",,,,,(212) 257-6121,1462 2nd Avebetween 76th And 77th Streets,"New York City, NY 10075",10075,Average,13.0,http://www.themeatballshop.com,https://www.yellowpages.com/new-york-city-ny/mip/the-meatball-shop-497651129#open-menu,,1
94,Sushi Noz,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",4.0,18.0,,,(917) 338-1792,181 E 78th St Between Lexington And 3rd Avenue,"New York City, NY 10075",10075,,,https://www.sushinoz.com,,,0
95,Madam Vo Bbq,"['Restaurants', 'Barbecue Restaurants', 'Asian Restaurants']",5.0,5.0,,,(917) 675-7570,104 2nd Ave Corner Location,"New York City, NY 10003",10003,,,http://www.madamevobbq.com,,,0
96,Made In New York Pizza,"['Restaurants', 'Pizza', 'Italian Restaurants']",4.0,35.0,,,(646) 484-6200,421 Amsterdam Ave At 80th Street,"New York City, NY 10024",10024,,,https://www.madeinnewyorkpizza.com,,,0
97,Spicy Moon,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",4.5,13.0,,,(646) 429-8471,328 E 6th St Between 1st And 2nd Ave,"New York City, NY 10003",10003,Average,,http://spicymoonnyc.com,https://www.yellowpages.com/new-york-city-ny/mip/spicy-moon-548637645#open-menu,,0
98,Tabetomo,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",4.5,11.0,,,(646) 850-6414,131 Avenue A Btwn. St. Mark's & 9th St.,"New York City, NY 10009",10009,Average,,http://www.tabetomonyc.com,https://www.yellowpages.com/new-york-city-ny/mip/tabetomo-548275989#open-menu,,1
99,Kazuza,"['Restaurants', 'Middle Eastern Restaurants', 'Bars']",3.0,9.0,,,(212) 505-9300,107 Avenue A Ny 10009,"New York City, NY 10009",10009,Average,19.0,,https://www.yellowpages.com/new-york-city-ny/mip/kazuza-459059656#open-menu,,1
100,Thai Diner,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",4.5,24.0,,,(646) 559-4140,186 Mott St At The Corner Of Kenmare,"New York City, NY 10012",10012,,,https://www.thaidiner.com,,,0
101,Russ & Daughters,"['Restaurants', 'American Restaurants', 'Delicatessens']",4.5,1199.0,,,(212) 475-4880,Cafe On Orchard Street,"New York City, NY 10002",10002,Average,,http://thejewishmuseum.org/visit,,,0
102,Mansion Restaurant,"['Restaurants', 'Coffee Shops', 'American Restaurants']",4.0,51.0,,,(212) 535-8888,1634 York Ave Corner Of East 86th Street,"New York City, NY 10028",10028,Average,43.0,http://www.mansiondiner.com,https://www.yellowpages.com/new-york-city-ny/mip/mansion-restaurant-8580194#open-menu,,1
103,Pho Shop,"['Restaurants', 'Vietnamese Restaurants', 'Asian Restaurants']",4.0,18.0,,,(212) 369-9888,1716 1st Ave At 89th Street,"New York City, NY 10128",10128,Average,,http://www.phoshopnyc.com,https://www.yellowpages.com/new-york-city-ny/mip/pho-shop-530519778#open-menu,,1
104,Goemon,"['Restaurants', 'Japanese Restaurants', 'Korean Restaurants']",4.0,8.0,,,(212) 226-1262,29 Kenmare St At Elizabeth Street,"New York City, NY 10012",10012,Average,,http://www.cocoronandgoemon.com,,,0
105,Wayla,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",4.5,30.0,,,(212) 206-2500,100 Forsyth St Btw Grand And Broome,"New York City, NY 10002",10002,,,https://www.waylanyc.com,,,0
106,Dragon Bing,"['Restaurants', 'Korean Restaurants', 'Asian Restaurants']",2.0,1.0,,,(973) 604-8937,115 Delancey St The Market Line,"New York City, NY 10002",10002,,,https://www.instagram.com/dragon_bing,,,1
107,Waypoint Cafe,"['Restaurants', 'American Restaurants', 'Coffee & Tea']",5.0,2.0,,,(646) 682-7165,65 Ludlow St Between Grand & Broome St.,"New York City, NY 10002",10002,,,http://www.waypointcafenyc.com/?utm_source=TripAdvisor&utm_medium=TripAdvWebsite&utm_campaign=TA&utm_term=TA&utm_content=qwerty,,,0
108,A-Jiao,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",4.0,16.0,,,(212) 828-8996,1817 2nd Ave Corner Of 94th Street,"New York City, NY 10128",10128,,,http://www.ajiaosichuancuisine.com/menu.aspx,,,0
109,Golden Forest,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",4.0,2.0,,,(212) 505-9513,4628 353 Grand Street Erik Shoe Repair,"New York City, NY 10002",10002,Low,21.0,http://www.newyorkgoldenforest.com/location.aspx,https://www.yellowpages.com/new-york-city-ny/mip/golden-forest-7200010#open-menu,,1
110,Vivi Bubble Tea,"['Restaurants', 'Chinese Restaurants', 'American Restaurants']",4.0,5.0,,,(212) 962-0033,325 Broadway Tribeca,"New York City, NY 10007",10007,Low,,http://vivibubbletea.com,https://www.yellowpages.com/new-york-city-ny/mip/vivi-bubble-tea-535493079#open-menu,,1
111,Seamore's at Brookfield Place,"['Restaurants', 'Seafood Restaurants', 'Bars']",3.0,19.0,,,(646) 585-7380,250 Vesey Street New York Ny 10080,"New York City, NY 10080",10080,Average,,http://www.seamores.com/location/brookfield-place,https://www.yellowpages.com/new-york-city-ny/mip/seamores-at-brookfield-place-547733687#open-menu,,1
112,Minamoto Kitchoan,"['Restaurants', 'Japanese Restaurants']",5.0,1.0,,,(212) 602-9910,185 Greenwich St Westfield World Trade Center,"New York City, NY 10007",10007,,,https://www.kitchoan.com,,,0
113,Cuchifrito,"['Restaurants', 'Spanish Restaurants', 'Latin American Restaurants']",4.0,9.0,,,(212) 876-4846,168 E 116th St Between Third And Lexington Avenues,"New York City, NY 10029",10029,Low,59.0,http://www.menupages.com/restaurants/cuchifritos,,,1
114,Tampopo Kitchen,"['Restaurants', 'Japanese Restaurants']",4.0,1.0,,,(646) 609-3899,805 W 187th St New York Ny 10040,"New York City, NY 10040",10040,,,,,,1
115,The Hudson,"['Restaurants', 'American Restaurants', 'Seafood Restaurants']",2.5,2.0,,,(646) 663-5886,338 Dyckman St On The River Hudson,"New York City, NY 10034",10034,Average,,http://www.thehudson.nyc,https://www.yellowpages.com/new-york-city-ny/mip/the-hudson-556638957#open-menu,,0
116,New York Sports Grill,"['Restaurants', 'American Restaurants', 'Bars']",4.0,1.0,,,(866) 508-3558,North Boundry Road John F. Kennedy International Airport,"New York City, NY 11430",11430,,,https://www.jfkairport.com/at-airport/shops-restaurants-and-services,,,0
117,El Pote Espanol Restaurant,"['Restaurants', 'Mediterranean Restaurants', 'Family Style Restaurants']",4.5,119.0,,,(212) 889-6680,718 2nd Ave At E 38th St,"New York City, NY 10016",10016,Average,46.0,http://www.elporte.com,https://www.yellowpages.com/new-york-city-ny/mip/el-pote-espanol-restaurant-7400562#open-menu,"From Business: El Pote has been serving delicious, home-style Spanish food for the past 36 years. A mainstay of Murray Hill. Good food, good sangria and good times.El Pote has…",1
118,The Loeb Boathouse,"['Restaurants', 'American Restaurants', 'Caterers']",4.0,3864.0,['five'],1.0,(212) 517-2233,East 72nd St & Park Dr North,"New York City, NY 10021",10021,High,,http://www.thecentralparkboathouse.com,https://www.yellowpages.com/new-york-city-ny/mip/the-loeb-boathouse-458104906#open-menu,Wonderful place to eat during the summertime. Watch people paddling in their boats while you & drink. What a view. You may have to wait for a table but it is worth it. Great…,0
119,Pizza by Lucille's,"['Restaurants', 'Pizza', 'Take Out Restaurants']",5.0,5.0,,,(646) 370-4270,26c Macombs Pl 150th St And Macombs Place,"New York City, NY 10039",10039,Low,32.0,http://www.kingspizzarestaurant.com,https://www.yellowpages.com/new-york-city-ny/mip/pizza-by-lucilles-7517257#open-menu,From Business: New York City style Pizza made by the highest ingredients.New York City style Pizza made by the highest ingredients.,1
120,Sistina Restaurant Inc,"['Restaurants', 'Mediterranean Restaurants', 'Family Style Restaurants']",4.0,173.0,,,(212) 861-7660,24 E 81st St Between 80th & 81st Sts,"New York City, NY 10028",10028,Very High,39.0,http://www.sistinany.com,https://www.yellowpages.com/new-york-city-ny/mip/sistina-restaurant-inc-14962143#open-menu,,0
121,The Palm Court,"['Restaurants', 'American Restaurants', 'Continental Restaurants']",3.5,1274.0,,,(212) 546-5300,768 5th Ave The Plaza Central Park South,"New York City, NY 10019",10019,High,,http://www.fairmont.com/theplaza,https://www.yellowpages.com/new-york-city-ny/mip/the-palm-court-22327146#open-menu,From Business: Geoffrey Zakarian has re-launched the iconic Palm Court at The PLAZA HOTEL with a complete renovation helmed by Master Architect Thierry Despont. Zakarian…,0
122,Grand Central Oyster Bar,"['Restaurants', 'American Restaurants', 'Take Out Restaurants']",4.0,5048.0,,,(212) 953-7225,89 E 42nd St Lower Level Grand Central Terminal,"New York City, NY 10017",10017,Average,49.0,http://www.oysterbarny.com,https://www.yellowpages.com/new-york-city-ny/mip/grand-central-oyster-bar-469519536#open-menu,"From Business: Grand Central Oyster Bar is the ultimate experience for any seafood. Lover. From the market to your plate, we've spent nearly a hundred years perfecting our…",0
123,Grand Sichuan International,"['Restaurants', 'Take Out Restaurants', 'Asian Restaurants']",4.0,103.0,,,(212) 620-5200,229 9th Ave At W. 24th St.,"New York City, NY 10001",10001,Low,26.0,,https://www.yellowpages.com/new-york-city-ny/mip/grand-sichuan-international-8739513#open-menu,,0
124,Le Rivage,"['Restaurants', 'Continental Restaurants', 'Caterers']",4.0,904.0,,,(212) 765-7374,340 W 46th St Between 8th And 9th Avenue,"New York City, NY 10036",10036,High,39.0,http://www.lerivagenyc.com,https://www.yellowpages.com/new-york-city-ny/mip/le-rivage-1868961#open-menu,"From Business: Le Rivage offers you a cozy, romantic French country atmosphere where traditional French cuisine is expertly prepared for your pleasure. Fresh flowers embellish…",1
125,Luscious Thai,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",4.0,38.0,,,(212) 813-1188,1099 1st Ave Between E 60th St & E 61st Streets Frnt 2,"New York City, NY 10065",10065,Average,17.0,http://www.lusciousthai.com,https://www.yellowpages.com/new-york-city-ny/mip/luscious-thai-6630651#open-menu,,1
126,Pepe Giallo,"['Restaurants', 'Italian Restaurants', 'Mediterranean Restaurants']",4.5,264.0,,,(212) 242-6055,195 10th Ave Between 21 & 22 St.,"New York City, NY 10011",10011,Average,23.0,http://www.pepegiallo.com,https://www.yellowpages.com/new-york-city-ny/mip/pepe-giallo-6437052#open-menu,From Business: A New York icon known for simple Italian food without pretense. Pepe Giallo has been serving heaping bowls of pasta to starving artist since 1999. Located in the…,1
127,Pappardella,"['Restaurants', 'Italian Restaurants', 'Caterers']",4.0,507.0,,,(212) 595-7996,316 Columbus Ave Corner W 75th St,"New York City, NY 10023",10023,Average,41.0,http://www.pappardella.com,https://www.yellowpages.com/new-york-city-ny/mip/pappardella-22327204#open-menu,"From Business: Pappardella restaurant brings to you the flavors and food of Tuscany. Established in 1983, Pappardella offers a romantic setting of timeless charm with 20 foot…",1
128,Tre,"['Restaurants', 'Italian Restaurants', 'Family Style Restaurants']",4.5,113.0,['five'],1.0,(212) 353-3353,173 Ludlow St Between E. Houston & Stanton,"New York City, NY 10002",10002,Average,13.0,,https://www.yellowpages.com/new-york-city-ny/mip/tre-4311501#open-menu,This Italian tapas restaurant new to the lower east side serves Spanish influenced Italian favorites.I recommend this place on weekdays because it can get very crowed on…,1
